id,macro_region,state_ut,district,hotspot_name,latitude,longitude,priority_for_screening,hotspot_type,dataset_type,coordinate_role,not_an_active_event,not_an_authoritative_landslide_inventory,display_rule,source_basis
WG-008,Western Ghats,Kerala,Kottayam,Kanjirappally,9.57,76.79,medium,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-009,Western Ghats,Kerala,Pathanamthitta,Ranni,9.38,76.81,medium,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-010,Western Ghats,Karnataka,Uttara Kannada,Shirur-Ankola belt,14.76,74.44,high,highway_corridor,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-011,Western Ghats,Karnataka,Uttara Kannada,Sirsi,14.62,74.84,high,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-012,Western Ghats,Karnataka,Uttara Kannada,Siddapur,14.34,74.89,medium,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-013,Western Ghats,Karnataka,Kodagu,Madikeri,12.4244,75.7382,high,mountain_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-014,Western Ghats,Karnataka,Kodagu,Somwarpet,12.6,75.85,high,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-015,Western Ghats,Karnataka,Chikkamagaluru,Chikkamagaluru,13.3161,75.772,high,mountain_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-016,Western Ghats,Karnataka,Chikkamagaluru,Mudigere,13.13,75.65,high,mountain_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-017,Western Ghats,Karnataka,Shivamogga,Agumbe,13.51,75.09,high,rainfall_slope,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-018,Western Ghats,Maharashtra,Raigad,Matheran-Karjat belt,18.9,73.33,high,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-019,Western Ghats,Maharashtra,Raigad,Khalapur,18.83,73.3,high,highway_corridor,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-020,Western Ghats,Maharashtra,Ratnagiri,Khed-Chiplun belt,17.8,73.88,high,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-021,Western Ghats,Maharashtra,Sindhudurg,Amboli Ghat,15.96,74.0,high,highway_corridor,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-022,Western Ghats,Maharashtra,Satara,Mahabaleshwar,17.93,73.65,high,mountain_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-023,Western Ghats,Maharashtra,Pune,Lonavala-Khandala,18.75,73.41,high,highway_corridor,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-024,Western Ghats,Goa,North Goa,Sattari,15.58,74.12,medium,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-025,Western Ghats,Goa,South Goa,Canacona,15.01,74.02,medium,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-026,Western Ghats,Tamil Nadu,Nilgiris,Ooty,11.4102,76.695,high,mountain_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-027,Western Ghats,Tamil Nadu,Nilgiris,Coonoor,11.35,76.8,high,mountain_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-028,Western Ghats,Tamil Nadu,Nilgiris,Gudalur,11.5,76.49,high,mountain_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-029,Western Ghats,Tamil Nadu,Dindigul,Kodaikanal,10.2381,77.4892,high,mountain_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
WG-030,Western Ghats,Tamil Nadu,Coimbatore,Valparai,10.326,76.955,high,mountain_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
EG-001,Eastern Ghats,Andhra Pradesh,Alluri Sitharama Raju,Araku Valley,18.327,82.877,high,mountain_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
EG-002,Eastern Ghats,Andhra Pradesh,Alluri Sitharama Raju,Paderu,18.08,82.67,high,mountain_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
EG-003,Eastern Ghats,Andhra Pradesh,Alluri Sitharama Raju,Ananthagiri,18.06,82.92,high,mountain_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
EG-004,Eastern Ghats,Andhra Pradesh,Alluri Sitharama Raju,Chintapalle,17.87,82.35,high,mountain_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
EG-005,Eastern Ghats,Andhra Pradesh,Visakhapatnam,Agency hill corridor,17.9,82.65,medium,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
EG-006,Eastern Ghats,Odisha,Koraput,Koraput,18.81,82.71,high,mountain_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
EG-007,Eastern Ghats,Odisha,Koraput,Semiliguda,18.69,82.83,medium,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
EG-008,Eastern Ghats,Odisha,Rayagada,Rayagada,19.17,83.42,high,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
EG-009,Eastern Ghats,Odisha,Kandhamal,Phulbani,20.47,84.23,medium,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
EG-010,Eastern Ghats,Odisha,Gajapati,Paralakhemundi,18.78,84.09,medium,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
EG-011,Eastern Ghats,Tamil Nadu,Tiruvannamalai,Jawadhu Hills,12.6,78.9,medium,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
EG-012,Eastern Ghats,Tamil Nadu,Salem,Shevaroy Hills,11.78,78.16,medium,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
EG-013,Eastern Ghats,Tamil Nadu,Namakkal,Kolli Hills,11.3,78.33,medium,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
EG-014,Eastern Ghats,Andhra Pradesh,Prakasam,Nallamala hills,15.7,79.25,medium,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
EG-015,Eastern Ghats,Telangana,Nagarkurnool,Nallamala-Srisailam belt,16.1,78.87,low,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
OTH-001,Western Himalaya fringe,Uttar Pradesh,Pauri-adjacent hill fringe,Upper Ganga hill transition,30.0,78.0,low,regional_context,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
OTH-002,Central Indian hill terrain,Chhattisgarh,Bastar,Bastar hill terrain,19.1,81.95,low,regional_context,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
OTH-003,Island hill terrain,Andaman & Nicobar Islands,South Andaman,Port Blair hill surroundings,11.62,92.74,low,regional_context,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
OTH-004,Himalayan foothill,West Bengal,Jalpaiguri,Dooars-foothill transition,26.7,88.8,medium,foothill_context,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
OTH-005,Western Ghats fringe,Gujarat,Dang,Saputara,20.58,73.75,medium,hill_terrain,representative_hotspot_reference,approximate_cluster_reference_point,True,True,Reference cluster only; use dynamic 7-color status only when supported by authoritative/current evidence.,Curated representative shortlist informed by ISRO/NRSC Landslide Atlas coverage and regional landslide-prone terrain; replace/augment with authoritative event geometries for production.
